    3.5681   -0.2275    1.1279
    3.6203    0.1911    1.0842
    2.8923   -0.0406    1.2002
    1.7413    0.8095    1.2978
    2.2739    1.0718    1.2478
    1.5130    1.1490    1.3350
    2.7949    0.3551    1.2093
    1.9965    0.4934    1.2752
    2.1571    0.1071    1.2687
    3.3404    0.5474    1.1311
    3.6203    0.1911    1.0842
    4.0876    0.4274    0.9923
    1.7413    0.8095    1.2978
    1.5130    1.1490    1.3350
    0.9581    0.9406    1.3549
    1.5130    1.1490    1.3350
    2.2739    1.0718    1.2478
    1.9312    1.4282    1.2568
    3.0798    1.5099    0.9638
    2.7527    1.2686    1.1581
    3.6096    1.1378    0.9988
    3.3404    0.5474    1.1311
    3.0809    0.9567    1.1423
    2.5395    0.7101    1.2316
    2.2739    1.0718    1.2478
    2.5395    0.7101    1.2316
    3.0809    0.9567    1.1423
    5.7091    0.4648    0.6155
    4.7969    0.5639    0.8149
    5.2464    0.2033    0.7563
    2.7949    0.3551    1.2093
    2.1571    0.1071    1.2687
    2.8923   -0.0406    1.2002
    2.7949    0.3551    1.2093
    2.8923   -0.0406    1.2002
    3.6203    0.1911    1.0842
    0.9581    0.9406    1.3549
    1.5130    1.1490    1.3350
    0.7541    1.3082    1.3869
    2.7527    1.2686    1.1581
    1.9312    1.4282    1.2568
    2.2739    1.0718    1.2478
    1.9312    1.4282    1.2568
    2.7527    1.2686    1.1581
    2.3004    1.6531    1.0729
    1.1869    0.5966    1.3034
    1.9965    0.4934    1.2752
    1.7413    0.8095    1.2978
    1.7413    0.8095    1.2978
    0.9581    0.9406    1.3549
    1.1869    0.5966    1.3034
    3.0798    1.5099    0.9638
    3.6096    1.1378    0.9988
    3.6861    1.5326    0.6888
    4.0876    0.4274    0.9923
    3.9102    0.7797    0.9991
    3.3404    0.5474    1.1311
    4.2377   -0.0883    1.0005
    4.5334    0.1523    0.9316
    3.6203    0.1911    1.0842
    4.7969    0.5639    0.8149
    4.0876    0.4274    0.9923
    4.5334    0.1523    0.9316
    3.5681   -0.2275    1.1279
    4.2377   -0.0883    1.0005
    3.6203    0.1911    1.0842
    3.5308   -0.6014    1.1460
    3.5681   -0.2275    1.1279
    2.8545   -0.4618    1.2341
    5.2464    0.2033    0.7563
    4.5334    0.1523    0.9316
    5.0972   -0.1850    0.8324
    4.5334    0.1523    0.9316
    5.2464    0.2033    0.7563
    4.7969    0.5639    0.8149
    1.2614    1.5171    1.3386
    0.7188    1.7483    1.2987
    0.7541    1.3082    1.3869
    1.2614    1.5171    1.3386
    0.7541    1.3082    1.3869
    1.5130    1.1490    1.3350
    1.5130    1.1490    1.3350
    1.9312    1.4282    1.2568
    1.2614    1.5171    1.3386
    3.6861    1.5326    0.6888
    3.1662    1.8378    0.5597
    3.0798    1.5099    0.9638
    2.1571    0.1071    1.2687
    1.4879   -0.1288    1.3089
    2.1995   -0.2834    1.2634
    2.1995   -0.2834    1.2634
    2.8923   -0.0406    1.2002
    2.1571    0.1071    1.2687
    2.8545   -0.4618    1.2341
    2.8923   -0.0406    1.2002
    2.1995   -0.2834    1.2634
    0.8644   -0.3740    1.3740
    1.4879   -0.1288    1.3089
    0.7293    0.0012    1.2988
    0.7541    1.3082    1.3869
    0.0993    1.5322    1.3594
    0.2081    1.1097    1.3668
    1.9965    0.4934    1.2752
    1.1869    0.5966    1.3034
    1.3598    0.2504    1.2942
    0.7293    0.0012    1.2988
    1.4879   -0.1288    1.3089
    1.3598    0.2504    1.2942
    1.3598    0.2504    1.2942
    2.1571    0.1071    1.2687
    1.9965    0.4934    1.2752
    1.3598    0.2504    1.2942
    1.4879   -0.1288    1.3089
    2.1571    0.1071    1.2687
    0.3958    0.7252    1.3464
    1.1869    0.5966    1.3034
